genres_0,genres_1,genres_2,genres_3,app_name,id
Action, Indie,,,Tick Tock Bang Bang,460650
Action, Adventure, Indie, RPG,Crea,280520
Action, Adventure, Indie, Massively Multiplayer,Gloria Victis,327070
Free to Play, Massively Multiplayer, RPG,,UFO Online: Invasion,442810
Adventure, Casual,,,Awakening: The Sunhook Spire Collector's Edition,465860
Action, Adventure, Casual, Indie,POPixel,485560
Casual, Indie, Strategy,,King's Guard TD,466730
Action, Casual, Indie,,Death Goat,340770
Action, Adventure, Casual, Indie,Yellow: The Yellow Artifact,486820
Action, Adventure, Indie,,Ghost 1.0,463270
Action, Adventure, Indie, RPG,SteamWorld Heist,322190
Adventure, Casual, Free to Play, Indie,Insanity Clicker,393530
Casual, Simulation,,,Rail Cargo Simulator,446490
Action, Indie, RPG,,WASTED,327510
Action, Indie,,,Broken Bots,366620
Action, Indie,,,Drunk Wizards,479170
RPG,,,,Stranger of Sword City / 剣の街の異邦人 ～黒の宮殿～,409890
Indie, RPG, Simulation,,Sol Trader,396680
Casual, Indie, Simulation, Strategy,Super Duper Party Pooper,485870
Simulation, Strategy,,,Hearts of Iron IV,394360
Casual, Indie,,,Akin,487370
Action, Casual, Indie, Strategy,The Orb Chambers™,485220
Action, Casual, Indie,,Super Space Pug,466840
Casual, Indie, Strategy,,Ninja Stealth,485450
Action, Adventure, Casual, Indie,Dungeon Journey,485490
Action, Racing, Simulation, Sports,JDM Tuner Racing,488210
Action, Adventure, Indie, RPG,Planet Centauri,385380
Action, Indie,,,Slash or Die,480480
Adventure, Casual, Indie,,Hope Lake,485690
Action, Indie,,,Ember Kaboom,451000
Action, Indie,,,Captain Forever Remix,298560
Action, Adventure, Casual, Indie,Head Shot,485310
Action, Adventure,,,Hard Reset Redux,407810
Adventure, Casual, Indie,,Amulet of Dreams,476920
Indie, Simulation, Strategy,,Turmoil,361280
Simulation,,,,Summer Sale,485890
Action,,,,Onechanbara Z2: Chaos,446390
Action, Adventure, RPG,,Anima Gate of Memories,380750
Adventure, Casual, Indie, RPG,Home Behind,467960
Indie, RPG, Strategy,,A Healer Only Lives Twice,453300
Casual, Indie,,,Plith,339110
Action, Sports,,,Dangerous Golf,405500
Casual, Indie,,,A Game of Changes,467090
Adventure, Casual,,,Grim Legends 3: The Dark City,458470
Action, Adventure, Casual, Indie,Kabitis,475220
Action, Indie,,,Brigador: Up-Armored Edition,274500
Casual,,,,Farming 6-in-1 bundle,467430
Action, Indie, Strategy,,Artificial Defense,443420
Action, Indie,,,Blacksea Odyssey,369550
Action, Adventure, Casual, Indie,Beyond Flesh and Blood,391550
Action, Indie,,,Timore Inferno,486360
Adventure, Free to Play, Indie,,The NADI Project,474010
Action, Indie,,,Neon Space ULTRA,463550
Action, Simulation,,,Military Life: Tank Simulator,452000
Indie,,,,Magma Tsunami,477290
Casual, Indie, Strategy,,Auralux: Constellations,444130
Action, Indie, RPG,,Hashtag Dungeon,342130
Action,,,,SENRAN KAGURA SHINOVI VERSUS,411830
Action, Adventure, Indie,,Beater Spirit,482120
Adventure, Indie,,,Plan Z Chapter 1,486300
Action, Casual, Indie,,Star Drifter,485330
Action,,,,Dead Island Definitive Edition,383150
Action, Adventure, Indie,,Tumbleweed Express,372350
Indie, RPG, Strategy,,Solitairica,463980
Action,,,,Dead Island Retro Revenge,337360
Action, Casual, Free to Play,,BlackShot: Mercenary Warfare FPS,433350
Action,,,,Dead Island: Riptide Definitive Edition,383180
Free to Play, Indie,,,The Way of Life Free Edition,310370
Action, Indie, Racing, Early Access,BallisticNG,473770
Casual, Indie, Strategy,,KNIGHTS,476240
Indie, RPG, Simulation, Strategy,Planar Conquest,449300
Indie, Strategy,,,Rise of the Ancients,485950
Action, Indie,,,Neon Hardcorps,454200
Action, Free to Play, Indie, Massively Multiplayer,Garlock Online,389530
Casual,,,,ABC Coloring Town,478010
Action, Indie,,,Zenodyne R,466820
Casual, Indie, Simulation,,Runeous: Part One,485800
Action, Adventure, Casual, Indie,Overhell,477980
Action, Indie,,,BARRIER X,463150
Indie,,,,35MM,466500
Action, Adventure, Indie,,Dungeon Escape,454100
Adventure, Free to Play, Indie,,Blind Trust,468560
Casual, Indie,,,Idling to Rule the Gods,466170
Casual, Indie,,,Forgotten Tales: Day of the Dead,453770
Action, Casual, Indie,,BomberZone,473140
Action, Free to Play, Indie, Early Access,Ember Strike,374670
Racing,,,,Table Top Racing: World Tour - Supercharger Pack,450750
Adventure, Free to Play, Strategy,,Chronicle: RuneScape Legends,205890
Action,,,,TWINKLE STAR SPRITES,366280
Action, Indie, Early Access,,Gamma Bros 1.5,436470
Racing,,,,Table Top Racing: World Tour,450670
Adventure,,,,Airport Madness 3D,445770
Adventure, Indie, Strategy,,The Mahjong Huntress,474910
Adventure, Casual, Indie, Simulation,Remnants of a Beautiful Day,466830
Free to Play, Massively Multiplayer, Strategy,,Age of Cavemen,454600
Action, Strategy,,,Total War: WARHAMMER,364360
Action, Casual, Indie,,Genesis of Drones,364880
Action, Indie, Strategy,,The Big Elk,449440
Action, Adventure, Indie,,Overdosed - A Trip To Hell,413830
Action, Adventure, Indie,,ORCS,475240
Action, Adventure, Indie, Strategy,Tales from the Void,419590
Indie,,,,Melody's Escape,270210
Action, Indie,,,POSTAL Redux,401680
Casual, Indie, Strategy,,One Troll Army,438680
Action, Adventure, Indie, Strategy,Where's My Helmet?,470450
Action, Adventure, Casual, Indie,Survive in Space,467950
Adventure, Indie, RPG, Simulation,Shoppe Keep,381120
Action, Adventure, Casual, Indie,BATTLE PIXEL'S SURVIVAL GROUND,474790
Action, Indie,,,LASTFIGHT,443450
Casual, Free to Play, Strategy,,Bitardia Cards: Memes of 2ch,448310
Action,,,,Koihime Enbu,452420
Indie, Simulation,,,A Little Lily Princess,449250
Action, Indie,,,Arkshot,468800
Action, Indie, RPG,,Just a Cleric,467330
Indie, Simulation, Strategy,,Youtubers Life,428690
Action, Casual, Indie,,Mimic Arena,432620
Action, Adventure, Indie, RPG,EPΘCH,467910
Adventure, Strategy,,,htoL#NiQ: The Firefly Diary / htoL#NiQ-ホタルノニッキ-,368640
Casual, Indie, Early Access,,TribeQuest: Red Killer,388830
Indie, Strategy,,,Duskers,254320
Action,,,,SHOCK TROOPERS,366270
Action, Adventure,,,Shadwen,425210
Action, Casual, Indie, Strategy,Cosmic Dust & Rust,473560
Action, Adventure,,,Homefront®: The Revolution,223100
Action, Indie, RPG,,Salt and Sanctuary,283640
Action, Casual, Indie,,SMASHING THE BATTLE,467930
Casual, Indie, Simulation,,Blueprint Tycoon,454060
Casual, Indie,,,Ace Of Words,398680
Indie,,,,Project G,465670
Casual, Free to Play, Indie,,Crush Crush,459820
Action,,,,She Wants Me Dead,468310
Action, Adventure, Indie, RPG,Sins Of The Demon RPG,461640
Action, Indie,,,Neon Drive,433910
Action,,,,DOOM,379720
Action, Adventure, Indie, RPG,Goliath,363520
Action, Adventure, Casual, Indie,Neon Space,468490
Casual, Indie, Racing,,Riff Racer - Race Your Music!,351990
RPG,,,,FINAL FANTASY X/X-2 HD Remaster,359870
Adventure, Casual,,,Princess Isabella: The Rise of an Heir,466490
Action, Indie,,,Insincere,467000
Adventure, Indie,,,Grimsfield,447000
Casual, Indie,,,Vertigo Void,410440
Adventure, Indie,,,Bizarre Earthquake,448440
Action, Indie, Racing, Early Access,SUPER IMPOSSIBLE ROAD,444670
Adventure, Indie,,,OddPlanet,465930
Action, Adventure, Indie,,Dungeon of Zolthan,463220
Action, Casual, Indie,,Super Mega Neo Pug,469730
Indie, Strategy,,,TASTEE: Lethal Tactics,365190
Action, Casual, Indie,,Galaxy Cannon Rider,461580
Simulation, Strategy,,,TransOcean 2: Rivals,350110
Casual, Free to Play, RPG,,Legionwood 1: Tale of the Two Swords,461820
Action, Casual, Indie,,Assassins vs Pirates,425150
Adventure,,,,My Secret Pets!,447180
Adventure, Indie, RPG,,The Deed: Dynasty,460960
Action, Free to Play, Indie, Massively Multiplayer,StarBreak,420790
Casual,,,,Space Codex,469890
Action, Casual, Indie, Early Access,Shaolin vs Wutang,466110
Casual, Indie,,,Run Turn Die,413700
Action, Indie,,,Antiflux,470760
Action, Casual, Indie, Simulation,Hybrid Animals,448240
Simulation, Strategy,,,Stellaris,281990
Racing, Simulation,,,Street Legal Racing: Redline v2.3.1,497180
Adventure, Indie, RPG,,Rogue Port - Red Nightmare,467310
Free to Play, Indie, Strategy,,Istrolid,449140
Action, Indie, RPG,,Dead Effect 2,394760
Action, Casual, Free to Play, Indie,BattleStick,394380
Free to Play, Massively Multiplayer, RPG, Strategy,Forge of Gods (RPG),461910
Free to Play, Indie, Massively Multiplayer, RPG,Ryzom,373720
Action, Adventure, Indie,,Scrap Garden,465760
Action, Casual, Indie, Strategy,Magic Quest,454870
Free to Play, Indie, Massively Multiplayer, RPG,Fantasy Tales Online,442710
Action, Indie,,,Wicce,465130
Action, Casual, Indie,,Super Blue Fighter,463180
Casual, Indie, Simulation, Strategy,Pixel Survivors,342970
Action, Adventure, Indie, Strategy,Planet R-12,408110
Action, Adventure, Casual, Indie,HACK_IT,444350
Action, Indie, Racing,,Earn to Die 2,431590
Casual, Indie, Strategy,,Tower of Archeos,499370
Casual, Indie,,,Hyposphere,461880
Indie, Simulation, Early Access,,Parkitect,453090
Casual, Indie, Strategy,,Escape This,467370
Adventure, Casual, Indie,,Cyber City 2157: The Visual Novel,454690
Action, Indie,,,Lavapools,401510
Casual, Indie, Simulation,,Kinacoustic,459520
Casual, Free to Play,,,Worm.is: The Game,466910
Action, Adventure, Indie, RPG,Flesh Eaters,383580
Adventure, Indie, Strategy,,Secrets of Deep Earth Shrine,451700
Adventure, Indie,,,Liveza: Death of the Earth,463100
Adventure, Indie,,,The Grandfather,433750
Action,,,,Shadow Complex Remastered,385560
Indie, Simulation, Sports, Strategy,Jack Nicklaus Perfect Golf,288140
Action,,,,Battleborn,394230
Action, Indie,,,Fleeting Ages,373880
Adventure, Casual, Indie,,Gun Rocket,391420
Action, Indie,,,Insane Insects: The Inception,443070
Action, Casual, Free to Play, Indie,Supraball,321400
Indie, RPG,,,GOD's DEATH,466580
Adventure, Free to Play, Massively Multiplayer, RPG,Atulos Online,449470
Action, Indie, RPG, Early Access,Event Horizon,465000
Adventure, Casual, Indie,,The Pit And The Pendulum,463050
Indie, Simulation, Strategy, Early Access,Starship Corporation,292330
Indie, RPG, Strategy, Early Access,Aurora Dusk: Steam Age,397160
Casual, Free to Play, Indie, Racing,Skyreach,461970
Casual, Indie, Strategy,,Abrix the robot,461850
Action, Indie, Early Access,,Initia: Elemental Arena,463920
Casual,,,,Guardians of Victoria,385080
Action, Adventure, Indie,,Bibou,464760
Casual, Indie,,,Puzzle Galaxies,463710
Action, Casual, Indie,,Experience,463040
Indie, RPG, Strategy,,Bastard Bonds,486720
Action, Casual, Indie,,Zombillie,456810
Action, Adventure, Indie,,Left Alone,417750
Casual, Indie, Strategy,,Boss Monster,362350
Simulation,,,,Worlds Adrift Island Creator,271920
Indie, Simulation, Strategy,,Offworld Trading Company,271240
Adventure, Casual, RPG, Simulation,侠客风云传(Tale of Wuxia),377530
Action, Casual, Simulation,,Blaster Simulator,446450
Casual, Indie, Simulation, Sports,Pro Gamer Manager,408740
Indie, Strategy, Early Access,,Avalon Lords: Dawn Rises,329280
Action, Adventure, Indie, RPG,Pharaonic,386080
Sports,,,,BASEBALL STARS 2,366230
Adventure, Indie,,,NORTH,461890
Action, Indie, Strategy,,Emerge: Cities of the Apocalypse,457600
Indie, Simulation, Sports, Strategy,Snooker Nation Championship,458830
Free to Play,,,,The Panic Room,436160
Action, Casual, Indie, Simulation,State of Anarchy,463210
Adventure, Indie,,,Wailing Heights,443650
Action,,,,Ori and the Blind Forest: Definitive Edition,387290
Action, Adventure, Casual, Free to Play,Maui,464700
Adventure, Casual, Indie,,Caveman World: Mountains of Unga Boonga,462960
RPG, Strategy,,,Hyperdevotion Noire: Goddess Black Heart (Neptunia),415480
Adventure, Casual, Indie,,Endorlight,428430
Action, Indie,,,Dashy Square,461230
Action, Indie,,,Demons with Shotguns,370940
Adventure, Indie, RPG,,Corpse Party,251270
Action, Indie, Early Access,,30 IMPOSSIBLE LEVELS,459910
Casual, Indie,,,Colours of Magic: Aqua Teeter,464230
Adventure, Indie, RPG,,The Sea Eternal,463320
Adventure, Casual, Indie, RPG,The Huntsman: Winter's Curse,446990
Adventure, Indie, RPG,,Best of Us,464380
Casual,,,,Gems of the Aztecs,429280
Action, Adventure, Indie,,Klabi,461140
Adventure, Casual, Indie, RPG,Moonchild,332410
Adventure, Indie, RPG, Simulation,Wayward,379210
Casual, Indie, Simulation, Sports,TableTop Soccer,453710
Strategy,,,,Strategy & Tactics: Wargame Collection,338130
Indie, Strategy,,,REDCON,449710
Indie, Simulation, Strategy,,8-Bit Armies,427250
Casual,,,,Drusilla Dreams,458060
Adventure, Indie, Simulation, Early Access,Jalopy,446020
Action, Indie,,,Western Press,377360
Adventure, Indie,,,OPUS: The Day We Found Earth,457680
Casual, Indie, Simulation, Strategy,The Howler,306040
Strategy,,,,Battlefleet Gothic: Armada,363680
Action, Casual, Indie,,Frederic: Resurrection of Music Director's Cut,453100
Indie, Simulation, Strategy, Early Access,Endciv,444650
Action, Adventure, Indie,,Jackal,454040
Adventure, Casual,,,Mythic Wonders: The Philosopher's Stone,458480
Adventure, Indie, Simulation,,Don't Starve Together,322330
Action, Free to Play, Strategy,,Bloons TD Battles,444640
Casual, Indie, Simulation, Sports,3 Coins At School,462110
Action, Casual, Indie, RPG,Tank Brawl,436870
Indie, Simulation, Strategy,,Oil Enterprise,353630
Casual, Indie, Simulation, Strategy,Zotrix - Solar Division,351720
Action, Indie,,,Infinite Shooter,458230
Adventure, Indie, Strategy,,March of the Living,458000
Adventure, Casual, Indie, Early Access,"Bolt Riley, A Reggae Adventure",331210
Indie, Simulation,,,Unveil,375210
Action,,,,Melty Blood Actress Again Current Code,411370
Casual,,,,Muddy Heights® 2,463850
Casual, Free to Play, Indie, Strategy,Ghoul Kid,461750
Adventure, Free to Play, RPG, Strategy,HEX: Shards of Fate,410380
Action,,,,ARCADE GAME SERIES: GALAGA,403430
Indie, RPG, Strategy,,The Banner Saga 2,281640
Action, Indie,,,IS Defense,448370
Action, Adventure, RPG, Early Access,The Black Death,412450
Casual, Indie,,,BitRay,462030
Action, Casual, Indie, Racing,SpeedRunners,207140
Indie,,,,Stephen's Sausage Roll,353540
Action, Free to Play,,,Plastic Playground,458560
Indie,,,,Typefighters (Steam Edition),434290
Action, Strategy,,,Battlezone 98 Redux,301650
Adventure,,,,Danganronpa 2: Goodbye Despair,413420
Adventure, Indie, RPG,,Tales Across Time,461710
Action,,,,Pang Adventures,415150
Casual, Free to Play, Indie,,The Average Everyday Adventures of Samantha Browne,445130
Casual, Indie,,,Bipolar Game,463450
Free to Play, Massively Multiplayer, RPG, Early Access,The SKIES,337950
Action, Adventure, Indie,,Gravity Den,454970
Action, Adventure, Indie, RPG,Princess.Loot.Pixel.Again,414290
Adventure, Indie,,,Planet in the Shadows,448820
Free to Play, Massively Multiplayer, Simulation, Strategy,Imperia Online,424780
Action, Adventure, Indie,,Spaceport Hope,394540
Indie,,,,Night Blights,446910
Action, Casual, Indie, RPG,"Microcosmum: survival of cells - Campaign  ""New life""",461200
Action, Casual, Indie, Racing,Roll'd,461010
Indie,,,,Phantasmal: Survival Horror Roguelike,342550
RPG,,,,FINAL FANTASY IX,377840
Adventure, Casual, Indie,,Everybody's Gone to the Rapture,417880
Casual, Free to Play, Simulation,,Lucid9: Inciting Incident,439940
Indie,,,,Wobbly Jungle,437090
Casual, Indie, Simulation, Strategy,Tyto Ecology,453750
Action,,,,METAL SLUG 2,366260
Adventure, Indie, Strategy,,Last Hope - Tower Defense,434020
Action, Free to Play, Indie,,Clash of the Monsters,431500
Adventure, Casual, Indie,,Club Life,404180
Strategy,,,,Auro: A Monster-Bumping Adventure,459680
Action, Indie, Sports,,Wand Wars,422110
Action, Casual, Indie, Strategy,Hero Quest: Tower Conflict,453820
Simulation, Strategy,,,Twilight Struggle,406290
Indie, Early Access,,,Veer,405530
Casual, Indie,,,Zenge,461840
Indie, RPG,,,Dear RED - Extended,453850
Action, Adventure, Indie, RPG,Stories: The Path of Destinies,439190
Action, Adventure, Casual, Indie,Marble Void,453650
Indie, Simulation, Strategy,,Democracy 3 Africa,427470
Indie, Massively Multiplayer, Simulation, Strategy,Ascent - The Space Game,345010
Action,,,,DARK SOULS™ III,374320
Indie, Simulation, Strategy, Early Access,Judgment: Apocalypse Survival Simulation,455980
Action, Adventure, Indie, Massively Multiplayer,Hide & Hold Out - H2o,377140
Action, Indie,,,Ace of Seafood,450500
Action, Adventure, Indie, RPG,Warden: Melody of the Undergrowth,338310
Indie, Simulation, Strategy,,Automata Empire,423800
Action, Indie, Early Access,,StarsOne,457010
Action, Indie,,,Virtual Rogue,448090
Action, Indie,,,Glitchrunners,446870
Action, Indie,,,BLEAK: Welcome to Glimmer,364830
Action, Adventure, Casual, Indie,Tower Unite,394690
Action, Indie, Strategy,,Fortify,378260
Indie, Simulation, Strategy,,Game Tycoon 2,404640
Action, Indie,,,Space Scaven,456130
Adventure, Indie, RPG,,The Hero Project: Redemption Season,459310
Casual, Free to Play, Indie,,Antenna,443580
Racing, Simulation, Sports,,MXGP2 - The Official Motocross Videogame,400800
Action, Adventure, Indie,,NO THING,444800
Action, Adventure, Indie,,Flat Kingdom Paper's Cut Edition,405970
Indie, Strategy,,,Axes and Acres,448910
Adventure, Casual,,,Tibetan Quest: Beyond the World's End,427550
Action, Casual, Indie,,Trench Run,262100
Action, Indie, Strategy,,Mushroom Wars,431250
Casual, Indie, Strategy,,Odd||Even,455940
Adventure, Indie, RPG,,Outrage,457820
Action, Adventure, Indie,,Kill to Collect,241760
Adventure, Indie, RPG,,Sorcery! Part 3,445040
Action, Indie, Simulation, Early Access,DAMAGE CONTROL,450020
Action, Indie, RPG,,Good Robot,358830
Strategy, Early Access,,,StarFringe: Adversus,458030
Action, Casual, Indie,,A grande bagunça espacial - The big space mess,449220
Action, Casual, Indie,,Project Starship,454890
Action, Adventure, Indie,,Enter the Gungeon,311690
Action, Indie, RPG, Early Access,A Wizard's Lizard: Soul Thief,373470
Free to Play, Indie, Strategy,,Age of Conquest IV,314970
Action, Adventure, Indie, RPG,Metaverse,325430
Simulation,,,,Womb Room,426010
Indie, Simulation,,,HunieCam Studio,426000
Adventure, Indie,,,1979 Revolution: Black Friday,388320
Indie,,,,Until I Have You,439310
Adventure, Free to Play, Indie, RPG,Origin Of Destiny: Crimson Awakening,448570
Action, Indie,,,XNemesis,399240
Indie, RPG, Early Access,,Elements II: Hearts of Light,448640
Action, Indie,,,Lup,412600
Action, Adventure, Indie,,Epsilon corp.,459100
